Type,Iteration,Success,Time,Frames,KeyPresses,StatesExplored
RRTUCT,88,1,3045,1057,54,12866
RRTUCT,89,1,5292,1017,54,21679
RRTUCT,90,0,8247,0,1,35830
RRTUCT,91,0,7796,77,2,30262
RRTUCT,92,1,3486,727,23,13804
RRTUCT,93,0,6100,0,3,25226
RRTUCT,94,1,2510,1107,53,9723
RRTUCT,95,0,4718,0,3,17927
RRTUCT,96,1,5613,1131,57,23104
RRTUCT,97,1,4500,498,52,19224
RRTUCT,98,1,5071,1007,47,21374
RRTUCT,99,0,4276,0,1,22827
RRTUCT,100,1,1811,1032,49,10205
RRTUCT,101,1,1909,1051,58,9986
RRTUCT,102,1,4332,1138,67,19065
RRTUCT,103,0,5499,0,3,23493
RRTUCT,104,0,4939,148,1,19964
RRTUCT,105,0,6903,0,3,37734
RRTUCT,106,1,4565,1154,67,19695
RRTUCT,107,0,4243,0,1,17899
RRTUCT,108,0,5336,277,1,22180
RRTUCT,109,0,6087,0,3,24944
RRTUCT,110,1,6242,986,56,23926
RRTUCT,111,1,3646,967,52,14820
RRTUCT,112,0,3840,0,1,15371
RRTUCT,113,1,4220,1029,49,18625
RRTUCT,114,0,6954,283,7,29211
RRTUCT,115,0,5990,0,3,25663
RRTUCT,116,1,3041,1041,44,12757
RRTUCT,117,1,5504,1075,61,23295
RRTUCT,118,0,4984,0,3,20066
RRTUCT,119,1,4810,554,52,20394
RRTUCT,120,1,1646,779,21,7110
RRTUCT,121,0,5527,0,3,23795
RRTUCT,122,0,5596,0,3,23451
RRTUCT,123,1,4502,485,58,18373
RRTUCT,124,0,5857,343,7,24029
RRTUCT,125,1,2679,1196,61,11956
RRTUCT,126,0,8838,0,1,36567
RRTUCT,127,1,4096,976,42,17450
RRTUCT,128,0,5674,0,3,24927
RRTUCT,129,1,2556,1196,56,15604
RRTUCT,130,0,3985,0,1,21140
RRTUCT,131,1,1555,1154,55,6917
RRTUCT,132,1,2494,1088,55,10502
RRTUCT,133,0,6988,0,3,30130
RRTUCT,134,0,2934,0,2,11705
RRTUCT,135,0,3767,0,3,16462
RRTUCT,136,1,2534,1052,59,10129
RRTUCT,137,0,7974,51,1,34242
RRTUCT,138,0,4037,0,3,17560
RRTUCT,139,1,3846,981,51,16842
RRTUCT,140,1,3681,1050,41,16730
RRTUCT,141,0,3587,0,3,14221
RRTUCT,142,1,1799,1032,49,7971
RRTUCT,143,0,2774,0,3,12208
RRTUCT,144,0,6057,0,1,27176
RRTUCT,145,0,4223,0,1,18677
RRTUCT,146,0,5992,0,1,27204
RRTUCT,147,1,2250,1164,57,10738
RRTUCT,148,0,6005,0,3,27987
RRTUCT,149,1,6446,528,48,30182
