Type,Iteration,Success,Time,Frames,KeyPresses,StatesExplored
RRTASTAR,93,0,3235,0,1,9559
RRTASTAR,94,1,2266,589,45,6734
RRTASTAR,95,0,4763,0,1,14916
RRTASTAR,96,1,2189,542,52,6414
RRTASTAR,97,1,1810,618,51,4766
RRTASTAR,98,1,499,522,41,1387
RRTASTAR,99,0,3332,7,1,8892
RRTASTAR,100,0,3607,3,1,8592
RRTASTAR,101,1,1293,563,49,3125
RRTASTAR,102,0,5120,0,3,14740
RRTASTAR,103,0,2283,0,3,4874
RRTASTAR,104,1,2871,576,51,8045
RRTASTAR,105,1,1749,612,45,5053
RRTASTAR,106,0,3395,0,3,8271
RRTASTAR,107,1,1128,508,34,2729
RRTASTAR,108,1,479,490,38,1348
RRTASTAR,109,1,968,571,51,2830
RRTASTAR,110,0,3214,5,1,8862
RRTASTAR,111,0,4645,0,3,13107
RRTASTAR,112,1,1529,546,45,3685
RRTASTAR,113,1,1692,631,57,4955
RRTASTAR,114,0,2979,0,3,6886
RRTASTAR,115,1,666,523,45,2147
RRTASTAR,116,0,2664,0,3,9421
RRTASTAR,117,1,1300,455,37,4607
RRTASTAR,118,0,3599,0,3,9789
RRTASTAR,119,1,1947,523,41,5113
RRTASTAR,120,0,3569,66,7,9172
RRTASTAR,121,0,3967,0,1,10447
RRTASTAR,122,0,2832,16,3,7427
RRTASTAR,123,0,3499,0,3,12435
RRTASTAR,124,1,342,657,57,903
RRTASTAR,125,0,4718,29,2,13774
RRTASTAR,126,0,4170,0,1,10908
RRTASTAR,127,1,3332,608,55,9210
RRTASTAR,128,0,5211,0,3,14194
RRTASTAR,129,1,1347,526,53,3334
RRTASTAR,130,1,954,494,37,2732
RRTASTAR,131,1,825,616,47,2156
RRTASTAR,132,1,3094,535,50,8251
RRTASTAR,133,0,5010,36,3,13414
RRTASTAR,134,1,1438,552,48,3045
RRTASTAR,135,1,1263,544,40,3567
RRTASTAR,136,1,3016,633,61,8431
RRTASTAR,137,1,651,506,42,1908
RRTASTAR,138,0,3419,0,3,10793
RRTASTAR,139,1,287,493,40,992
RRTASTAR,140,1,468,568,45,1279
RRTASTAR,141,1,676,511,46,2496
RRTASTAR,142,0,3568,4,1,12191
RRTASTAR,143,1,657,509,35,1855
RRTASTAR,144,1,762,488,42,2081
RRTASTAR,145,0,3888,55,7,8905
RRTASTAR,146,0,3925,0,3,10102
RRTASTAR,147,1,529,551,49,1370
RRTASTAR,148,1,1437,492,43,5439
RRTASTAR,149,0,2176,0,3,7810
