Type,Iteration,Success,Time,Frames,KeyPresses,StatesExplored
RRTUCT,0,0,4284,454,9,42494
Type,Iteration,Success,Time,Frames,KeyPresses,StatesExplored
RRTUCT,0,0,5881,0,1,36122
RRTUCT,1,0,4720,597,3,29533
RRTUCT,2,0,4938,0,2,30938
RRTUCT,3,1,6428,1258,74,32187
RRTUCT,4,0,9285,154,1,41557
RRTUCT,5,0,8995,441,7,41746
RRTUCT,6,0,7033,0,3,31479
RRTUCT,7,0,8927,0,1,41998
RRTUCT,8,0,8376,0,3,43133
RRTUCT,9,0,8283,207,2,42270
RRTUCT,10,0,9439,372,1,43617
RRTUCT,11,0,8260,0,1,37661
RRTUCT,12,0,9666,0,1,43738
RRTUCT,13,0,9169,302,1,41764
RRTUCT,14,0,10869,361,2,48520
RRTUCT,15,0,8555,0,3,38706
RRTUCT,16,0,8287,0,3,37104
RRTUCT,17,0,8929,190,3,40532
RRTUCT,18,0,8623,0,1,38667
RRTUCT,19,0,8732,0,3,38976
RRTUCT,20,0,7969,229,3,35166
RRTUCT,21,0,7441,0,1,34063
RRTUCT,22,0,9253,0,3,41174
RRTUCT,23,1,5470,1466,100,25813
RRTUCT,24,1,2034,1144,58,9361
RRTUCT,25,0,9450,0,1,41817
RRTUCT,26,0,9155,0,1,40513
RRTUCT,27,0,8230,0,1,36027
RRTUCT,28,0,9620,0,1,42533
RRTUCT,29,0,9113,0,2,39836
RRTUCT,30,0,8471,0,3,36939
RRTUCT,31,1,6629,1003,43,28403
RRTUCT,32,0,8337,0,3,35889
RRTUCT,33,0,9200,0,1,39830
RRTUCT,34,0,5809,0,3,23913
RRTUCT,35,0,8068,0,3,35612
RRTUCT,36,0,8371,0,3,35839
RRTUCT,37,0,7001,0,1,29554
RRTUCT,38,0,6656,0,3,31786
RRTUCT,39,0,7534,0,1,37433
RRTUCT,40,0,10032,0,1,42563
RRTUCT,41,0,7748,0,2,31721
RRTUCT,42,0,8886,0,2,36938
RRTUCT,43,0,8392,0,3,36172
RRTUCT,44,0,9490,0,1,40288
RRTUCT,45,0,10270,0,3,43399
RRTUCT,46,0,8910,0,3,37088
RRTUCT,47,0,8306,0,1,34185
RRTUCT,48,0,8370,0,1,33885
RRTUCT,49,0,8255,0,2,33550
RRTUCT,50,0,7989,0,3,32185
RRTUCT,51,0,8821,0,2,37074
RRTUCT,52,0,8345,254,4,34348
RRTUCT,53,0,9157,0,1,37620
RRTUCT,54,0,9688,143,1,40086
RRTUCT,55,0,10882,0,2,44225
RRTUCT,56,0,10464,0,3,42728
RRTUCT,57,0,10714,0,3,44031
RRTUCT,58,0,9575,0,1,39053
RRTUCT,59,0,10014,0,1,40902
RRTUCT,60,0,11088,0,2,45343
RRTUCT,61,0,5814,0,3,23168
RRTUCT,62,0,5103,0,3,19740
RRTUCT,63,0,11500,108,3,46589
RRTUCT,64,0,10405,0,3,42011
RRTUCT,65,0,10191,355,3,41007
RRTUCT,66,0,9091,0,3,35766
RRTUCT,67,0,10576,0,1,42335
RRTUCT,68,1,6161,626,57,25021
RRTUCT,69,1,8419,1406,81,33145
RRTUCT,70,0,10351,0,1,41358
RRTUCT,71,0,12422,0,1,49814
RRTUCT,72,0,10225,0,3,40180
RRTUCT,73,0,10455,0,1,41471
RRTUCT,74,0,10615,27,1,42167
RRTUCT,75,1,5848,1323,77,23507
RRTUCT,76,1,4970,998,51,18792
RRTUCT,77,1,4183,1027,52,16778
RRTUCT,78,0,7627,0,1,29183
RRTUCT,79,0,9831,0,3,39804
RRTUCT,80,0,10681,0,3,41826
RRTUCT,81,0,9314,305,2,36329
RRTUCT,82,0,9537,0,1,36912
RRTUCT,83,0,10712,395,4,41697
RRTUCT,84,1,7992,1883,129,31467
RRTUCT,85,0,10456,642,4,40159
RRTUCT,86,0,11018,0,3,42342
RRTUCT,87,0,10884,0,3,42137
RRTUCT,88,0,13518,0,1,51988
RRTUCT,89,0,11138,0,1,42692
RRTUCT,90,0,8843,0,1,33286
RRTUCT,91,0,10312,0,2,37432
RRTUCT,92,0,9587,0,1,36736
RRTUCT,93,0,9962,0,3,37921
RRTUCT,94,0,10846,0,3,41610
RRTUCT,95,0,12527,346,1,46744
RRTUCT,96,0,10555,0,1,38939
RRTUCT,97,0,10945,0,1,40513
RRTUCT,98,0,10968,0,3,41417
RRTUCT,99,0,11497,0,3,42505
RRTUCT,100,1,7270,989,53,26207
RRTUCT,101,1,10230,1097,57,37313
RRTUCT,102,0,11586,0,1,42580
RRTUCT,103,0,8546,0,3,31795
RRTUCT,104,0,12208,0,1,44813
RRTUCT,105,1,6673,1211,67,23457
RRTUCT,106,0,9256,0,2,34402
RRTUCT,107,1,5568,529,61,19465
RRTUCT,108,0,10514,0,1,38699
RRTUCT,109,0,10779,0,2,38495
RRTUCT,110,0,10493,0,1,37630
RRTUCT,111,0,14343,0,1,51817
RRTUCT,112,0,12833,0,3,46431
RRTUCT,113,0,9244,387,1,32746
RRTUCT,114,0,10158,0,3,37580
RRTUCT,115,1,8757,1231,70,30578
RRTUCT,116,0,12035,0,3,42781
RRTUCT,117,0,10207,398,4,37160
RRTUCT,118,1,4406,1154,58,14701
RRTUCT,119,0,11206,0,1,39508
RRTUCT,120,0,12935,0,3,47099
RRTUCT,121,0,10762,491,11,37986
RRTUCT,122,0,11695,0,1,41132
RRTUCT,123,0,11975,382,1,42211
RRTUCT,124,0,7180,0,1,25246
RRTUCT,125,0,8373,0,3,28717
RRTUCT,126,0,8686,0,1,39395
RRTUCT,127,0,8744,0,3,41220
RRTUCT,128,0,6814,0,3,30272
RRTUCT,129,0,8422,310,2,38260
RRTUCT,130,0,3755,0,1,17290
RRTUCT,131,0,9114,0,3,41718
RRTUCT,132,0,10801,0,3,49517
RRTUCT,133,0,8364,0,1,38160
RRTUCT,134,0,9978,182,3,48029
RRTUCT,135,0,8236,0,1,37932
RRTUCT,136,0,8638,238,2,39915
RRTUCT,137,0,10850,0,2,50281
RRTUCT,138,1,5179,1183,68,24838
RRTUCT,139,0,8675,0,3,40421
RRTUCT,140,0,9202,0,1,43119
RRTUCT,141,1,5635,536,75,27147
RRTUCT,142,0,9120,0,2,42982
RRTUCT,143,0,6305,0,3,28357
RRTUCT,144,0,6275,0,3,30135
RRTUCT,145,1,5852,1129,55,26646
RRTUCT,146,0,8505,0,1,31159
RRTUCT,147,0,12083,0,3,42709
RRTUCT,148,0,14537,0,2,50420
RRTUCT,149,0,12182,0,3,43467
