Type,Iteration,Success,Time,Frames,KeyPresses,StatesExplored
RRTUCT,0,0,5722,0,3,23674
RRTUCT,1,0,4944,0,3,21121
RRTUCT,2,0,4925,0,1,24357
RRTUCT,3,0,5517,0,1,25899
RRTUCT,4,0,4843,0,3,26934
RRTUCT,5,0,4517,0,2,28578
RRTUCT,6,0,3737,223,3,22217
RRTUCT,7,0,5031,311,6,23818
RRTUCT,8,0,4738,247,1,23807
RRTUCT,9,0,4955,0,2,23909
RRTUCT,10,0,5362,0,1,24966
RRTUCT,11,0,5048,411,1,24590
RRTUCT,12,0,4129,0,1,21711
RRTUCT,13,0,4411,0,1,26018
RRTUCT,14,0,4274,190,3,25148
RRTUCT,15,0,3729,304,5,23631
RRTUCT,16,0,6152,0,1,30091
RRTUCT,17,0,4762,0,3,23226
RRTUCT,18,0,5133,0,3,23170
RRTUCT,19,0,5046,8,3,29318
RRTUCT,20,0,4831,0,2,29546
RRTUCT,21,0,3501,0,1,22333
RRTUCT,22,0,3382,0,2,21523
RRTUCT,23,0,5144,0,1,25913
RRTUCT,24,0,5948,0,3,29280
RRTUCT,25,0,5161,0,1,24106
RRTUCT,26,0,4833,0,1,23983
RRTUCT,27,0,5226,0,3,24349
RRTUCT,28,0,4592,0,3,22813
RRTUCT,29,0,4452,0,3,22024
RRTUCT,30,0,6214,0,1,25254
RRTUCT,31,0,6468,0,1,24311
RRTUCT,32,0,7214,0,2,25754
RRTUCT,33,0,7635,0,3,28708
RRTUCT,34,0,5911,0,1,20593
RRTUCT,35,0,6503,0,3,24672
RRTUCT,36,0,6613,0,1,25033
RRTUCT,37,0,6456,227,1,25220
RRTUCT,38,0,7609,0,1,29108
RRTUCT,39,0,6570,0,1,23687
RRTUCT,40,0,6733,0,1,29401
RRTUCT,41,0,5384,0,2,25036
RRTUCT,42,0,7223,0,3,27829
RRTUCT,43,0,5451,0,1,24308
RRTUCT,44,0,5685,0,3,22820
RRTUCT,45,0,6210,0,3,23740
RRTUCT,46,0,6220,0,3,28861
RRTUCT,47,0,4730,0,2,24432
RRTUCT,48,0,6470,0,3,29343
RRTUCT,49,0,6031,0,3,23375
RRTUCT,50,0,7871,275,1,28874
RRTUCT,51,0,5583,0,2,21571
RRTUCT,52,0,7054,0,1,27332
RRTUCT,53,0,7021,266,12,25999
RRTUCT,54,0,6825,0,3,26766
RRTUCT,55,0,6904,0,2,25628
RRTUCT,56,0,5972,276,5,23439
RRTUCT,57,0,6121,0,1,27728
RRTUCT,58,0,6218,0,1,25430
RRTUCT,59,0,7240,0,1,28987
RRTUCT,60,0,5413,0,1,27164
RRTUCT,61,0,5310,0,2,28512
RRTUCT,62,0,4854,0,2,21242
RRTUCT,63,0,5564,0,1,21951
RRTUCT,64,0,6185,0,3,24440
RRTUCT,65,0,6463,0,3,24332
RRTUCT,66,0,4467,0,2,23765
RRTUCT,67,0,5734,0,2,28983
RRTUCT,68,0,4831,384,2,26051
RRTUCT,69,1,2947,1152,63,15645
RRTUCT,70,0,4427,0,1,21767
RRTUCT,71,0,3698,0,3,19881
RRTUCT,72,0,5099,0,3,25801
RRTUCT,73,0,5698,404,4,25195
RRTUCT,74,0,6028,0,1,24513
RRTUCT,75,0,6660,75,4,29743
RRTUCT,76,0,5076,0,3,21156
RRTUCT,77,0,6497,0,1,28988
RRTUCT,78,0,4677,0,3,24443
RRTUCT,79,0,3661,0,1,19803
RRTUCT,80,0,5888,0,3,29398
RRTUCT,81,0,6931,0,2,28429
RRTUCT,82,0,6408,0,1,29387
RRTUCT,83,0,4634,412,2,26114
RRTUCT,84,0,5044,0,2,28583
RRTUCT,85,0,4294,0,2,21883
RRTUCT,86,0,3723,0,1,20676
RRTUCT,87,0,3868,480,2,21342
RRTUCT,88,0,4627,0,3,24094
RRTUCT,89,0,3959,0,1,22068
RRTUCT,90,0,4969,459,3,24420
RRTUCT,91,0,5947,0,3,25188
RRTUCT,92,0,5960,0,3,28650
RRTUCT,93,0,4651,0,1,23488
RRTUCT,94,0,5662,194,1,23913
RRTUCT,95,1,1976,984,44,8218
RRTUCT,96,0,7274,0,1,29302
RRTUCT,97,0,6056,451,1,26038
RRTUCT,98,0,6471,175,1,27849
RRTUCT,99,0,4517,0,1,24037
RRTUCT,100,0,4211,0,2,24069
RRTUCT,101,0,4571,0,1,23940
RRTUCT,102,0,5012,0,1,29218
RRTUCT,103,0,4394,445,1,25240
RRTUCT,104,0,5402,0,1,29495
RRTUCT,105,0,4616,0,3,23881
RRTUCT,106,0,6070,0,3,24401
RRTUCT,107,0,5488,149,3,24058
RRTUCT,108,0,5882,0,1,25727
RRTUCT,109,0,5209,346,3,24945
RRTUCT,110,0,6143,0,1,27165
RRTUCT,111,0,5763,0,1,25544
RRTUCT,112,0,6560,271,6,27229
RRTUCT,113,0,5728,0,1,25392
RRTUCT,114,0,6016,0,1,25686
RRTUCT,115,0,4272,0,3,25421
RRTUCT,116,0,3790,0,2,22851
RRTUCT,117,0,5168,0,1,28882
RRTUCT,118,0,4019,0,3,24385
RRTUCT,119,0,4276,0,1,26160
RRTUCT,120,0,5175,0,3,29313
RRTUCT,121,0,3499,0,3,21149
RRTUCT,122,0,4464,0,3,24876
RRTUCT,123,0,4067,364,2,24718
RRTUCT,124,0,4170,0,3,25384
RRTUCT,125,0,4527,339,1,25117
RRTUCT,126,0,4315,0,2,26035
RRTUCT,127,0,2693,0,3,16011
RRTUCT,128,0,3994,0,1,21722
RRTUCT,129,0,4599,0,1,28387
RRTUCT,130,0,4297,0,1,26268
RRTUCT,131,0,6239,0,3,26942
RRTUCT,132,0,4738,0,1,21538
RRTUCT,133,0,5342,0,1,24742
RRTUCT,134,0,4798,0,1,22556
RRTUCT,135,0,5005,0,2,23247
RRTUCT,136,0,5006,0,2,23375
RRTUCT,137,0,5133,0,2,29035
RRTUCT,138,0,4738,0,2,29469
RRTUCT,139,0,5129,0,3,29749
RRTUCT,140,1,2681,1119,55,16971
RRTUCT,141,0,4398,0,1,28315
RRTUCT,142,0,3526,0,1,19452
RRTUCT,143,0,5317,0,3,26729
RRTUCT,144,0,4093,486,4,19100
RRTUCT,145,0,5523,0,1,23021
RRTUCT,146,0,6913,0,2,29704
RRTUCT,147,0,5937,493,1,28616
RRTUCT,148,0,6108,0,1,27328
RRTUCT,149,1,3157,902,37,14900
