Type,Iteration,Success,Time,Frames,KeyPresses,StatesExplored
RRTUCT,69,0,2818,105,1,13714
RRTUCT,70,0,3270,0,1,14182
RRTUCT,71,1,3829,1045,55,19031
RRTUCT,72,1,2473,997,48,9905
RRTUCT,73,0,5786,0,1,24323
RRTUCT,74,0,4931,75,5,20206
RRTUCT,75,0,6145,0,3,25135
RRTUCT,76,0,3192,304,8,12356
RRTUCT,77,0,5588,0,1,22469
RRTUCT,78,0,3043,0,2,11515
RRTUCT,79,0,5695,166,5,23056
RRTUCT,80,1,5192,1006,50,20819
RRTUCT,81,0,6547,0,2,26066
RRTUCT,82,0,4706,287,2,18590
RRTUCT,83,1,4888,1025,43,18926
RRTUCT,84,0,4328,0,1,16734
RRTUCT,85,0,3878,135,1,14746
RRTUCT,86,0,5728,0,3,22459
RRTUCT,87,0,4241,0,1,16466
RRTUCT,88,0,3977,0,3,14794
RRTUCT,89,0,4446,0,2,17792
RRTUCT,90,0,2613,0,3,9703
RRTUCT,91,1,2593,1066,50,10349
RRTUCT,92,0,3312,0,1,12383
RRTUCT,93,1,2064,703,13,7769
RRTUCT,94,1,2524,1052,48,10006
RRTUCT,95,0,3387,0,1,12784
RRTUCT,96,0,6033,0,3,23831
RRTUCT,97,0,5994,0,3,23420
RRTUCT,98,1,1791,1057,55,6760
RRTUCT,99,0,5883,0,1,23424
RRTUCT,100,0,4825,0,1,18191
RRTUCT,101,0,4049,449,7,15028
RRTUCT,102,0,4691,0,2,18040
RRTUCT,103,1,5478,1145,62,20689
RRTUCT,104,1,4070,984,53,14536
RRTUCT,105,0,6723,0,3,25692
RRTUCT,106,0,5681,0,1,21899
RRTUCT,107,0,3230,0,2,15188
RRTUCT,108,0,5826,72,1,23292
RRTUCT,109,0,2623,0,1,9422
RRTUCT,110,0,4448,0,1,17023
RRTUCT,111,0,4171,0,1,18469
RRTUCT,112,0,4741,369,1,19090
RRTUCT,113,0,3492,0,2,12846
RRTUCT,114,0,6183,0,2,23738
RRTUCT,115,0,6298,128,1,23567
RRTUCT,116,0,5035,0,1,17976
RRTUCT,117,0,3256,0,1,12074
RRTUCT,118,0,5749,100,3,21435
RRTUCT,119,0,5037,333,3,18202
RRTUCT,120,0,6714,0,2,25769
RRTUCT,121,1,1440,960,50,6578
RRTUCT,122,1,3085,544,62,14574
RRTUCT,123,0,5589,0,2,21236
RRTUCT,124,0,5888,0,2,21258
RRTUCT,125,1,2406,678,19,8974
RRTUCT,126,1,4640,386,25,17102
RRTUCT,127,0,6731,0,3,25117
RRTUCT,128,0,3745,0,1,13595
RRTUCT,129,0,5095,0,3,18239
RRTUCT,130,0,6092,0,2,22470
RRTUCT,131,0,4181,196,1,14950
RRTUCT,132,0,5657,224,8,20517
RRTUCT,133,0,5004,0,2,17453
RRTUCT,134,0,4017,0,1,14020
RRTUCT,135,0,6990,0,1,25312
RRTUCT,136,0,3997,81,1,14095
RRTUCT,137,1,6413,967,58,23558
RRTUCT,138,0,4673,0,1,16358
RRTUCT,139,0,4262,0,1,14949
RRTUCT,140,0,3198,0,3,11103
RRTUCT,141,0,3829,0,3,13263
RRTUCT,142,0,4849,0,3,16926
RRTUCT,143,1,5541,751,30,19629
RRTUCT,144,0,4064,0,3,14006
RRTUCT,145,0,3817,114,9,14745
RRTUCT,146,0,4144,0,3,14900
RRTUCT,147,0,6430,0,1,23165
RRTUCT,148,1,2593,906,43,8738
RRTUCT,149,1,3734,711,21,16023
